source,target,weight,sources
florencia-ruiz-ariel-minimal,ariel-minimal,1,bio
florencia-ruiz-ariel-minimal,florencia-ruiz,1,bio
florlangosta,virus,1,bio
fluya,trujaman,1,bio
folie,charly-garcia,1,bio
fradiavolo,sebastian-smor-oriani,1,bio
friccion,charly-garcia,1,bio
friccion,david-lebon,1,bio
friccion,fernando-samalea,2,bio
friccion,los-twist,1,bio
friccion,metropoli,1,bio
friccion,soda-stereo,1,bio
friccion,los-rodriguez,1,bio
friccion,la-sobrecarga,1,bio
friccion,los-siete-delfines,1,bio
friccion,sachet,1,bio
full-chamba,16188,1,bio
funka,fito-paez,1,bio
gabo-ferro,1939,1,bio
gabo-ferro,ariel-minimal,1,bio
gabo-ferro,porco,1,bio
horacio-fontova,daniel-melingo,1,bio
horacio-fontova,claudio-gabis,1,bio
horacio-fontova,viuda-e-hijas-de-roque-enroll,1,bio
hugo-fattoruso,los-shakers,2,bio
hugo-fattoruso,opa,1,bio
hugo-fattoruso,trio-fattoruso,1,bio
jorge-fandermole,rosarinos,2,bio
jorge-fandermole,ruben-goldin,1,bio
jose-luis-fernandez,charly-garcia,1,bio
jose-luis-fernandez,la-maquina-de-hacer-pajaros,1,bio
jose-luis-fernandez,seru-giran,1,bio
jose-luis-fernandez,sui-generis,1,bio
juan-carlos-mono-fontana,luis-alberto-spinetta,1,bio
juan-carlos-mono-fontana,madre-atomica,1,bio
juan-carlos-mono-fontana,nito-mestre,1,bio
juan-carlos-mono-fontana,spinetta-jade,1,bio
la-familia-ingle,4045,1,bio
la-forma,daniel-melero,1,bio
la-franela,los-piojos,2,bio
los-fabulosos-cadillacs,ariel-minimal,2,bio
los-fabulosos-cadillacs,ariel-minimal-sanzo,1,bio
los-fabulosos-cadillacs,el-siempreterno,1,bio
los-fabulosos-cadillacs,fito-paez,2,bio
los-fabulosos-cadillacs,gerardo-toto-rotblat,2,bio
los-fabulosos-cadillacs,los-sedantes,1,bio
los-fabulosos-cadillacs,mimi-maura,2,bio
los-fabulosos-cadillacs,pez,2,bio
los-fabulosos-cadillacs,sergio-rotman,1,bio
los-fabulosos-cadillacs,todos-tus-muertos,2,bio
los-fabulosos-cadillacs,vicentico,2,bio
los-fabulosos-cadillacs,el-general-paz-y-la-triple-frontera,1,bio
los-fabulosos-cadillacs,il-phantasmo,1,bio
los-fabulosos-cadillacs,iorio-cianciarulo,1,bio
los-fabulosos-cadillacs,massacre,1,bio
los-fabulosos-cadillacs,minoria-activa,1,bio
los-fabulosos-cadillacs,misterio,1,bio
los-fabulosos-cadillacs,los-ratones-paranoicos,1,bio
los-fabulosos-cadillacs,richter,1,bio
los-fabulosos-cadillacs,rip,1,bio
los-fabulosos-cadillacs,los-tipitos,1,bio
los-fabulosos-cadillacs,las-vacas-sagradas,1,bio
osvaldo-bocon-frascino,1039,1,bio
osvaldo-bocon-frascino,14084,1,bio
osvaldo-bocon-frascino,383,1,bio
osvaldo-bocon-frascino,luis-alberto-spinetta,1,bio
osvaldo-bocon-frascino,pappo,1,bio
osvaldo-bocon-frascino,pescado-rabioso,1,bio
osvaldo-bocon-frascino,sacramento,1,bio
ramiro-flores,17816,1,bio
ramiro-flores,741,1,bio
carlos-garcia-lopez,charly-garcia,1,bio
carlos-garcia-lopez,la-garcia-lopez-band,1,bio
carlos-garcia-lopez,la-torre,2,bio
carlos-garcia-lopez,zas,1,bio
carlos-garcia-lopez,la-garcia-lopez,1,bio
carlos-garcia-lopez,the-pelos,1,bio
carlos-garcia-lopez,los-tipitos,1,bio
charly-garcia,307,1,bio
charly-garcia,daniel-melingo,2,bio
charly-garcia,david-lebon,2,bio
charly-garcia,fito-paez,2,bio
charly-garcia,garcia-lopez-band,1,bio
charly-garcia,illya-kuryaki,1,bio
charly-garcia,la-maquina-de-hacer-pajaros,2,bio
charly-garcia,la-portuaria,2,bio
charly-garcia,leon-gieco,2,bio
charly-garcia,luis-alberto-spinetta,1,bio
charly-garcia,man-ray,2,bio
charly-garcia,maria-rosa-yorio,1,bio
charly-garcia,migue-garcia,2,bio
charly-garcia,nito-mestre,2,bio
charly-garcia,porsuigieco,2,bio
charly-garcia,raul-porchetto,1,bio
charly-garcia,seru-giran,2,bio
charly-garcia,soda-stereo,2,bio
charly-garcia,sui-generis,2,bio
charly-garcia,viuda-e-hijas-de-roque-enrol,1,bio
charly-garcia,claudio-gabis,1,bio
charly-garcia,el-general-paz-y-la-triple-frontera,1,bio
charly-garcia,git,1,bio
charly-garcia,la-garcia-lopez,1,bio
charly-garcia,silvina-garre,1,bio
charly-garcia,ideas-al-fuego,1,bio
charly-garcia,illya-kuryaki-the-valderramas,1,bio
charly-garcia,cachorro-lopez,1,bio
charly-garcia,hilda-lizarazu,1,bio
charly-garcia,luxuria,1,bio
charly-garcia,manal,1,bio
charly-garcia,mata-violeta,1,bio
charly-garcia,moro-satragni,1,bio
charly-garcia,oscar-moro,1,bio
charly-garcia,sergio-makaroff,1,bio
charly-garcia,no-te-va-gustar,1,bio
charly-garcia,oconnor,1,bio
charly-garcia,jorge-pinchevsky,1,bio
charly-garcia,panza,1,bio
charly-garcia,pastoral,1,bio
charly-garcia,pilotos,1,bio
charly-garcia,polifemo,1,bio
charly-garcia,los-ratones-paranoicos,1,bio
charly-garcia,los-rodriguez,1,bio
charly-garcia,rinaldo-rafanelli,1,bio
charly-garcia,fernando-samalea,1,bio
charly-garcia,jorge-senno,1,bio
charly-garcia,los-siete-delfines,1,bio
charly-garcia,sandro,1,bio
charly-garcia,spinetta-jade,1,bio
charly-garcia,sueter,1,bio
charly-garcia,la-torre,1,bio
charly-garcia,los-twist,1,bio
charly-garcia,turf,1,bio
charly-garcia,vertigo-colectivo,1,bio
charly-garcia,virus,1,bio
claudio-gabis,alejandro-medina,1,bio
claudio-gabis,javier-martinez,2,bio
claudio-gabis,la-pesada-del-rocanrol,1,bio
claudio-gabis,leon-gieco,1,bio
claudio-gabis,manal,2,bio
claudio-gabis,ricardo-soule,1,bio
claudio-gabis,la-nave,1,bio
claudio-gabis,jorge-senno,1,bio
divina-gloria,fontova-trio,1,bio
divina-gloria,leo-garcia,1,bio
divina-gloria,los-twist,1,bio
divina-gloria,cachorro-lopez,1,bio
el-general-paz-y-la-triple-frontera,3139,1,bio
el-general-paz-y-la-triple-frontera,3710,1,bio
el-general-paz-y-la-triple-frontera,los-ratones-paranoicos,1,bio
el-general-paz-y-la-triple-frontera,los-violadores,1,bio
el-grito,soda-stereo,1,bio
erica-garcia,gustavo-santaolalla,1,bio
erica-garcia,mata-violeta,2,bio
erica-garcia,mountain-party,2,bio
fabian-gallardo,fito-paez,2,bio
fabian-gallardo,la-torre,1,bio
fabian-gallardo,litto-nebbia,1,bio
fabian-gallardo,maria-rosa-yorio,1,bio
fabian-gallardo,silvina-garre,1,bio
federico-gil-sola,palo-pandolfo,1,bio
federico-gil-sola,pablo-sbaraglia,1,bio
git,291,1,bio
git,leon-gieco,1,bio
git,los-gatos,1,bio
git,los-gatos-salvajes,1,bio
git,nito-mestre,2,bio
git,raul-porchetto,2,bio
git,sacramento,1,bio
git,zas,1,bio
git,daniela-herrero,1,bio
git,fito-paez,1,bio
git,valerio-rinaldi,1,bio
git,villanos,1,bio
gabriela,david-lebon,1,bio
gabriela,edelmiro-molinari,1,bio
gabriela,leon-gieco,1,bio
gabriela,litto-nebbia,1,bio
gasolina,la-torre,1,bio
gaspar-om,1141,1,bio
gauchos-rabiosos,346,1,bio
gauchos-rabiosos,los-ratones-paranoicos,1,bio
gauchos-rabiosos,sumo,1,bio
geo-ramma,illya-kuryaki-and-the-valderramas,1,bio
geo-ramma,luis-alberto-spinetta,1,bio
geo-ramma,leeva,1,bio
gillespi,roberto-pettinato,1,bio
gillespi,sumo,1,bio
gillespi,las-pelotas,1,bio
giuseppe,10083,1,bio
giuseppe,6694,1,bio
gran-martell,luca-prodan,1,bio
gran-martell,patricio-rey-y-sus-redonditos-de-ricota,1,bio
gran-martell,porco,1,bio
gran-martell,sumo,1,bio
grand-prix,sebastian-rubin,1,bio
granja-x,alejandro-lerner,1,bio
granja-x,vox-dei,1,bio
grupo-uno,tanguito,1,bio
grupo-zar,226,1,bio
grupo-zar,leon-gieco,1,bio
grupo-zar,sui-generis,1,bio
guasones,caballeros-de-la-quema,1,bio
guasones,los-ratones-paranoicos,1,bio
guasones,coti-sorokin,1,bio
guasones,salvese-quien-pueda,1,bio
guia-de-viaje,1438,1,bio
guia-de-viaje,5505,1,bio
guillermina,la-renga,1,bio
guru,3332,1,bio
juliana-gattas,miranda,2,bio
la-guardia-del-fuego,luis-alberto-spinetta,1,bio
la-guardia-del-fuego,metropoli,1,bio
la-guardia-del-fuego,sandra-mihanovich,1,bio
la-guardia-del-fuego,tanguito,1,bio
la-guardia-del-fuego,zas,1,bio
leo-garcia,daniel-melero,1,bio
leo-garcia,soda-stereo,1,bio
leo-garcia,klem,1,bio
leo-garcia,parralenos,1,bio
leo-garcia,tan-bionica,1,bio
leon-gieco,david-lebon,1,bio
leon-gieco,edelmiro-molinari,1,bio
leon-gieco,fito-paez,1,bio
leon-gieco,gustavo-santaolalla,1,bio
leon-gieco,hermetica,1,bio
leon-gieco,la-renga,1,bio
leon-gieco,las-pelotas,2,bio
leon-gieco,litto-nebbia,1,bio
leon-gieco,los-piojos,1,bio
leon-gieco,maria-rosa-yorio,1,bio
leon-gieco,moris,1,bio
leon-gieco,nito-mestre,1,bio
leon-gieco,oveja-negra,1,bio
leon-gieco,pajarito-zaguri,1,bio
leon-gieco,porsuigieco,2,bio
leon-gieco,raul-porchetto,2,bio
leon-gieco,todos-tus-muertos,2,bio
leon-gieco,horizonte,1,bio
leon-gieco,iorio-cianciarulo,1,bio
leon-gieco,miguel-krochik,1,bio
leon-gieco,alejandro-lerner,1,bio
leon-gieco,claudio-marciello,1,bio
leon-gieco,la-maquina-de-hacer-pajaros,1,bio
leon-gieco,manal,1,bio
leon-gieco,miguel-y-eugenio,1,bio
leon-gieco,mr-mojo,1,bio
leon-gieco,negro-can,1,bio
leon-gieco,no-te-va-gustar,1,bio
leon-gieco,paula-neder,1,bio
leon-gieco,piero,1,bio
leon-gieco,eduardo-rogatti,1,bio
leon-gieco,el-regreso-del-coelacanto,1,bio
leon-gieco,el-reloj,1,bio
leon-gieco,jorge-senno,1,bio
leon-gieco,seru-giran,1,bio
leon-gieco,soluna,1,bio
leon-gieco,la-tregua,1,bio
leon-gieco,los-tipitos,1,bio
leon-gieco,las-vacas-sagradas,1,bio
leon-gieco,los-violadores,1,bio
leon-gieco,sandra-vazquez,1,bio
leon-gieco,virus,1,bio
los-gatos,fito-paez,1,bio
los-gatos,litto-nebbia,2,bio
los-gatos,los-gatos-salvajes,2,bio
los-gatos,oscar-moro,2,bio
los-gatos,pappo,2,bio
los-gatos,huinca,1,bio
los-gatos,el-jardin-de-la-esquina,1,bio
los-gatos,la-joven-guardia,1,bio
los-gatos,manal,1,bio
los-gatos,moris,1,bio
los-gatos,los-nuevos-coleccionistas-de-pasillos,1,bio
los-gatos,polifemo,1,bio
los-gatos,jose-alberto-iglesias-tanguito,1,bio
los-gatos,the-walkers,1,bio
los-gatos-salvajes,litto-nebbia,1,bio
los-gatos-salvajes,oscar-moro,1,bio
los-gatos-salvajes,los-perros,1,bio
los-gauchos-alemanes,385,1,bio
los-gauchos-alemanes,fernando-kabusacki,1,bio
los-gauchos-alemanes,fernando-samalea,1,bio
los-gauchos-alemanes,santos-luminosos,1,bio
migue-garcia,570,1,bio
migue-garcia,maria-rosa-yorio,1,bio
migue-garcia,lucas-marti,1,bio
ruben-goldin,silvina-garre,1,bio
ruben-goldin,carlos-alberto-machi-rufino,1,bio
ruben-goldin,fito-paez,1,bio
ruben-goldin,rosarinos,1,bio
silvina-garre,david-lebon,1,bio
silvina-garre,fito-paez,2,bio
silvina-garre,lito-vitale,1,bio
silvina-garre,litto-nebbia,2,bio
silvina-garre,nito-mestre,1,bio
silvina-garre,sui-generis,1,bio
tomas-justo-gaggero,11554,1,bio
tomas-justo-gaggero,11660,1,bio
tomas-justo-gaggero,onda-vaga,1,bio
tweety-gonzalez,fito-paez,2,bio
tweety-gonzalez,illya-kuryaki-and-the-valderramas,1,bio
tweety-gonzalez,man-ray,1,bio
tweety-gonzalez,santos-inocentes,2,bio
tweety-gonzalez,soda-stereo,1,bio
tweety-gonzalez,sometidos-por-morgan,1,bio
tweety-gonzalez,zona-purpura,1,bio
valeria-goberna,11503,1,bio
valeria-goberna,6027,1,bio
walter-gandini,the-acoustic-blues,1,bio
walter-giardino,rata-blanca,1,bio
zoe-gotusso,salvapantallas,2,bio
daniela-herrero,pappo,1,bio
emmanuel-horvilleur,dante-spinetta,1,bio
emmanuel-horvilleur,illya-kuryaki-and-the-valderramas,1,bio
emmanuel-horvilleur,illya-kuryaki-the-valderramas,1,bio
emmanuel-horvilleur,lucas-marti,1,bio
gringui-herrera,nito-mestre,1,bio
gringui-herrera,fito-paez,1,bio
hammer,hermetica,1,bio
hammer,horcas,1,bio
hammer,lethal,1,bio
hate,246,1,bio
headroom,1561,1,bio
headroom,el-otro-yo,1,bio
hellion,mario-ian,2,bio
hermetica,2112,1,bio
hermetica,antonio-tano-romano,1,bio
hermetica,claudio-oconnor,1,bio
hermetica,horcas,1,bio
hermetica,kamikaze,1,bio
hermetica,logos,1,bio
hermetica,malon,2,bio
hermetica,manal,1,bio
hermetica,pappo,1,bio
hermetica,patricio-rey-y-sus-redonditos-de-ricota,1,bio
hermetica,rata-blanca,1,bio
hermetica,ricardo-iorio,2,bio
hermetica,riff,1,bio
hermetica,v8,2,bio
heroes-del-asfalto,1749,1,bio
heroes-del-asfalto,riff,1,bio
hierrock,8903,1,bio
hijos-de-babel,4943,1,bio
hijos-de-babel,litto-nebbia,1,bio
hijos-de-babel,los-tipitos,1,bio
hijos-del-oeste,4706,1,bio
hijos-del-oeste,jovenes-pordioseros,1,bio
hipnosis,354,1,bio
hipnosis,rata-blanca,1,bio
hipnosis,raul-porchetto,1,bio
hipnosis,fernando-scarcella,1,bio
historia-del-crimen,motorama,1,bio
hoguera,humo-del-cairo,1,bio
horcas,imperio,1,bio
horcas,lethal,1,bio
horcas,logos,1,bio
horcas,rata-blanca,1,bio
horcas,v8,1,bio
horizonte,seru-giran,1,bio
hotel-rush,3108,1,bio
huinca,litto-nebbia,2,bio
humanimal,3253,1,bio
humanimal,pablo-soler,1,bio
humo-del-cairo,sanador,1,bio
hurlingham-reggae-band,122,1,bio
hurlingham-reggae-band,luca-prodan,1,bio
hurlingham-reggae-band,roberto-pettinato,1,bio
hurlingham-reggae-band,sumo,2,bio
juan-huertas,10898,1,bio
la-herejia,la-mezcla,1,bio
liliana-herrero,claudia-puyo,1,bio
liliana-herrero,fito-paez,2,bio
lucas-heredia,12452,1,bio
manu-hattom,17119,1,bio
sissi-hansen,392,1,bio
carlos-indio-solari,patricio-rey-y-sus-redonditos-de-ricota,2,bio
carlos-indio-solari,el-soldado,1,bio
carlos-indio-solari,pablo-sbaraglia,1,bio
ideas-al-fuego,fito-paez,1,bio
identicos-a-identikit,identikit,2,bio
identikit,225,1,bio
identikit,vilma-palma-e-vampiros,1,bio
idilica,309,1,bio
il-phantasmo,los-pericos,1,bio
illya-kuryaki-the-valderramas,dante-spinetta,1,bio
illya-kuryaki-the-valderramas,invisible,1,bio
illya-kuryaki-the-valderramas,luis-alberto-spinetta,2,bio
imperio,264,1,bio
indios,pornopop,1,bio
indios,potra,1,bio
indra-mantras,23862,1,bio
instruccion-civica,kevin-johansen,2,bio
intoxicados,viejas-locas,2,bio
intoxicados,nada-mas-que-hoy,1,bio
intoxicados,resistencia-suburbana,1,bio
intoxicados,virus,1,bio
invisible,carlos-alberto-machi-rufino,1,bio
invisible,carlos-machi-rufino,1,bio
invisible,hector-pomo-lorenzo,2,bio
invisible,luis-alberto-spinetta,2,bio
invisible,pappos-blues,1,bio
invisible,pescado-rabioso,2,bio
invisible,tanguito,1,bio
invisible,spinetta-jade,1,bio
invisible,the-walkers,1,bio
iorio-cianciarulo,ricardo-iorio,1,bio
irreal,daniel-tuerto-wirzt,2,bio
isla-mujeres,un-planeta,1,bio
la-isla-comun,23601,1,bio
la-isla-comun,24054,1,bio
los-insectos,los-violadores,1,bio
los-insectos,virus,1,bio
mario-ian,rata-blanca,2,bio
mario-ian,gustavo-rowek,1,bio
ricardo-iorio,v8,2,bio
ricardo-iorio,claudio-marciello,1,bio
el-jardin-de-la-esquina,fito-paez,1,bio
el-jardin-de-la-esquina,litto-nebbia,1,bio
el-jardin-de-la-esquina,los-twist,1,bio
el-jardin-de-la-esquina,moris,1,bio
gabriel-conejo-jolivet,pappos-blues,1,bio
gabriel-conejo-jolivet,patricio-rey-y-sus-redonditos-de-ricota,1,bio
gabriel-conejo-jolivet,tao-de-king,1,bio
jaf,pappo,2,bio
jaf,riff,2,bio
jaf,rata-blanca,1,bio
jaime-sin-tierra,el-robot-bajo-el-agua,1,bio
jaime-sin-tierra,voltura,1,bio
jauria,880,1,bio
jauria,ciro-pertusi,1,bio
jauria,el-otro-yo,1,bio
jauria,esteban-pichu-serniotti,1,bio
jeriko,264,1,bio
jeth,12456,1,bio
jeth,la-torre,1,bio
jinete-lendrix,3108,1,bio
jose-miel,2688,1,bio
josefita,17411,1,bio
josefita,19574,1,bio
josefita,5612,1,bio
josefita,8960,1,bio
jovenes-transmutados,1922,1,bio
juan-y-los-que-rien,3542,1,bio
juan-y-los-que-rien,kapanga,1,bio
juana-la-loca,daniel-melero,1,bio
juana-la-loca,soda-stereo,1,bio
juana-la-loca,sumo,1,bio
juana-la-loca,polaris,1,bio
juana-la-loca,tan-bionica,1,bio
juana-la-loca,las-vacas-sagradas,1,bio
juana-la-loca,virus,1,bio
juanse,los-ratones-paranoicos,2,bio
juanse,mister-leen,1,bio
juanse,la-naranja-2,1,bio
kevin-johansen,superlasciva,1,bio
la-joven-guardia,litto-nebbia,1,bio
la-joven-guardia,roque-narvaja,2,bio
la-joven-guardia,vitico,1,bio
axel-krygier,la-portuaria,1,bio
axel-krygier,sexteto-irreal,1,bio
fernando-kabusacki,samalea-kabusacki,1,bio
fernando-kabusacki,santos-luminosos,1,bio
fernando-kabusacki,vertigo-colectivo,1,bio
gaby-kerpel,terraplen,1,bio
kameleba,karamelo-santo,1,bio
kameleba,nonpalidece,1,bio
kamikaze,18945,1,bio
kamikaze,219,1,bio
kamikaze,55,1,bio
kamikaze,rata-blanca,2,bio
kamikaze,kz4,1,bio
kapanga,klub,1,bio
kapanga,nube-9,1,bio
karamelo-santo,guillermo-goy-ogalde,2,bio
karamelo-santo,la-renga,1,bio
karamelo-santo,todos-tus-muertos,1,bio
karamelo-santo,leandro-maturano,1,bio
karamelo-santo,negusa-negast,1,bio
karamelo-santo,nonpalidece,1,bio
karamelo-santo,resistencia-suburbana,1,bio
karamelo-santo,sancamaleon,1,bio
karamelo-santo,sr-valdez,1,bio
karamelo-santo,tatadio,1,bio
karkaman,pappo,1,bio
katarro-vandaliko,virus,1,bio
kefren,mafia,1,bio
klub,daniel-melingo,1,bio
klub,vicentico,1,bio
martin-cuervo-karakachoff,peligrosos-gorriones,1,bio
matias-kritz,2130,1,bio
miguel-krochik,pedro-y-pablo,1,bio
miguel-krochik,sui-generis,1,bio
sebastian-kramer,4033,1,bio
alejandro-lerner,gustavo-santaolalla,1,bio
alejandro-lerner,lito-vitale,1,bio
alejandro-lerner,maria-rosa-yorio,2,bio
alejandro-lerner,nito-mestre,1,bio
alejandro-lerner,raul-porchetto,1,bio
alejandro-lerner,sandra-mihanovich,1,bio
alejandro-lerner,soluna,2,bio
alejandro-lerner,coti-sorokin,1,bio
alejandro-lerner,vox-dei,1,bio
ariel-leira,1728,1,bio
cachorro-lopez,david-lebon,1,bio
cachorro-lopez,diego-torres,2,bio
cachorro-lopez,miranda,1,bio
cachorro-lopez,vicentico,1,bio
cachorro-lopez,zas,1,bio
cachorro-lopez,daniel-melingo,1,bio
cachorro-lopez,meteoros,1,bio
cachorro-lopez,nito-mestre,1,bio
cachorro-lopez,los-pericos,1,bio
cachorro-lopez,coti-sorokin,1,bio
david-lebon,la-pesada-del-rock-and-roll,1,bio
david-lebon,luis-alberto-spinetta,2,bio
david-lebon,pappo,2,bio
david-lebon,pappos-blues,2,bio
david-lebon,pescado-rabioso,2,bio
david-lebon,polifemo,2,bio
david-lebon,seleste,2,bio
david-lebon,seru-giran,2,bio
david-lebon,sui-generis,1,bio
david-lebon,vitico,1,bio
david-lebon,lila,1,bio
david-lebon,edelmiro-molinari,1,bio
david-lebon,la-maquina-de-hacer-pajaros,1,bio
david-lebon,moro-satragni,1,bio
david-lebon,oscar-moro,1,bio
david-lebon,raices,1,bio
david-lebon,soda-stereo,1,bio
david-lebon,spinetta-jade,1,bio
flopa-lestani,mata-violeta,2,bio
hector-pomo-lorenzo,pappos-blues,1,bio
hector-pomo-lorenzo,spinetta-jade,2,bio
hector-pomo-lorenzo,luis-alberto-spinetta,1,bio
hilda-lizarazu,los-twist,2,bio
hilda-lizarazu,man-ray,2,bio
hilda-lizarazu,sueter,1,bio
jimena-lopez-chaplin,7885,1,bio
joaquin-levinton,turf,1,bio
lara-la,4033,1,bio
lauphan,5912,1,bio
lautremont,418,1,bio
lavial,potra,1,bio
laydown,8432,1,bio
led-ladies,leticia-lee,1,bio
leeva,illya-kuryaki-and-the-valderramas,1,bio
leeva,luis-alberto-spinetta,1,bio
lenoise,turf,1,bio
lethal,sumo,1,bio
lhgs,los-twist,1,bio
lila,1155,1,bio
limbo,virus,1,bio
lions-in-love,327,1,bio
lions-in-love,daniel-melingo,2,bio
logos,v8,2,bio
logos,primal,1,bio
loop-lascano,11455,1,bio
loop-lascano,socio,1,bio
los-de-fuego,sandro,1,bio
los-latigos,marcelo-zeoli,2,bio
lucarda,4033,1,bio
lucarda,6465,1,bio
lumumba,1893,1,bio
lumumba,amilcar-nadal,1,bio
lumumba,fidel-nadal,2,bio
lumumba,pablo-molina,2,bio
lumumba,todos-tus-muertos,1,bio
luxuria,luis-alberto-spinetta,1,bio
luz-roja,los-piojos,1,bio
luz-roja,pappo,1,bio
luzbel,14499,1,bio
marcos-luc,12452,1,bio
pato-lange,209,1,bio
pato-lange,3170,1,bio
pato-lange,7959,1,bio
alejandro-medina,la-pesada-del-rocanrol,1,bio
alejandro-medina,manal,2,bio
alejandro-medina,pappos-blues,2,bio
alejandro-medina,carlos-mellino,1,bio
alejandro-medina,javier-martinez,1,bio
alejandro-medina,pappo,1,bio
alejandro-medina,pelvis,1,bio
alejandro-medina,jose-alberto-iglesias-tanguito,1,bio
alejandro-medina,the-seasons,1,bio
andres-ciro-martinez,los-piojos,2,bio
ariel-minimal,12837,1,bio
ariel-minimal,florencia-ruiz,1,bio
ariel-minimal,litto-nebbia,1,bio
ariel-minimal,martes-menta,2,bio
ariel-minimal,pez,1,bio
ariel-minimal,el-siempreterno,1,bio
bambi-moreno-charpentier,chano-moreno-charpentier,1,bio
bambi-moreno-charpentier,tan-bionica,1,bio
carlos-alberto-machi-rufino,226,1,bio
carlos-alberto-machi-rufino,241,1,bio
carlos-alberto-machi-rufino,398,1,bio
carlos-alberto-machi-rufino,fito-paez,1,bio
carlos-alberto-machi-rufino,illya-kuryaki-and-the-valderramas,1,bio
carlos-alberto-machi-rufino,las-pelotas,1,bio
carlos-alberto-machi-rufino,lito-vitale,1,bio
carlos-alberto-machi-rufino,luis-alberto-spinetta,1,bio
carlos-alberto-machi-rufino,pappo,1,bio
carlos-alberto-machi-rufino,pappos-blues,1,bio
carlos-alberto-machi-rufino,sandra-mihanovich,1,bio
carlos-mellino,1324,1,bio
carlos-mellino,jose-alberto-iglesias-tanguito,1,bio
carlos-mellino,the-seasons,1,bio
chano-moreno-charpentier,tan-bionica,1,bio
claudio-marciello,la-renga,1,bio
claudio-marciello,pappo,1,bio
daniel-melero,soda-stereo,2,bio
daniel-melero,todos-tus-muertos,1,bio
daniel-melero,ministerio-de-energia,1,bio
daniel-melero,polaris,1,bio
daniel-melero,rendo,1,bio
daniel-melero,la-sobrecarga,1,bio
daniel-melero,sentimiento-incontrolable,1,bio
daniel-melero,sonotipo,1,bio
daniel-melero,victoria-mil,1,bio
daniel-melingo,los-twist,2,bio
daniel-melingo,fernando-samalea,1,bio
edelmiro-molinari,luis-alberto-spinetta,2,bio
edelmiro-molinari,oscar-moro,1,bio
edelmiro-molinari,jorge-senno,1,bio
edelmiro-molinari,ricardo-soule,1,bio
edelmiro-molinari,los-tipitos,1,bio
gabriel-maccioco,1612,1,bio
gustavo-montesano,2254,1,bio
gustavo-montesano,328,1,bio
gustavo-montesano,415,1,bio
gustavo-montesano,merlin,1,bio
gustavo-montesano,montesano,1,bio
hernan-martinez-mosquera,4820,1,bio
javier-malosetti,15984,1,bio
javier-malosetti,lito-vitale,1,bio
javier-malosetti,luis-alberto-spinetta,1,bio
javier-malosetti,pappo,1,bio
javier-malosetti,rada-malosetti,1,bio
javier-malosetti,mex-urtizberea,1,bio
javier-martinez,la-pesada-del-rocanrol,1,bio
javier-martinez,manal,2,bio
javier-martinez,la-mezcla,1,bio
javier-martinez,sandro,1,bio
javier-martinez,jose-alberto-iglesias-tanguito,1,bio
julio-moura,virus,1,bio
la-maquina-de-hacer-pajaros,gustavo-santaolalla,1,bio
la-maquina-de-hacer-pajaros,nito-mestre,1,bio
la-maquina-de-hacer-pajaros,oscar-moro,2,bio
la-maquina-de-hacer-pajaros,raul-porchetto,1,bio
la-maquina-de-hacer-pajaros,seru-giran,2,bio
la-maquina-de-hacer-pajaros,sui-generis,1,bio
la-maquina-de-hacer-pajaros,jose-alberto-iglesias-tanguito,1,bio
la-maquina-de-hacer-pajaros,tia-newton,1,bio
la-mezcla,manal,1,bio
las-manos-de-filippi,410,1,bio
las-manos-de-filippi,el-otro-yo,1,bio
las-manos-de-filippi,shaila,1,bio
leonor-marchesi,purpura,2,bio
leonor-marchesi,santa,1,bio
lorena-mayol,1217,1,bio
lorena-mayol,pablo-sbaraglia,1,bio
los-maxilares-de-peron,roberto-pettinato,1,bio
los-maxilares-de-peron,sumo,1,bio
los-mockers,los-shakers,1,bio
los-musicos-del-centro,fito-paez,1,bio
los-musicos-del-centro,litto-nebbia,2,bio
lucas-marti,miranda,1,bio
lucas-marti,no-lo-soporto,1,bio
lucas-marti,rosal,1,bio
lucas-marti,varias-artistas,2,bio
lucas-marti,masufrita,1,bio
madre-atomica,739,1,bio
magma,lito-vitale,1,bio
magma,litto-nebbia,1,bio
mal-pasar,2-minutos,1,bio
maleta-de-loca,307,1,bio
maleta-de-loca,viuda-e-hijas-de-roque-enrol,1,bio
malon,antonio-tano-romano,1,bio
malon,claidio-oconnor,1,bio
malon,claudio-o-connor,1,bio
malon,razones-concientes,1,bio
malon,claudio-oconnor,1,bio
malon,oconnor,1,bio
mam,omar-mollo,2,bio
mam,sumo,1,bio
mamporro,334,1,bio
mamporro,los-twist,1,bio
mamporro,memphis-la-blusera,1,bio
mamporro,sueter,1,bio
man-ray,327,1,bio
man-ray,fito-paez,1,bio
man-ray,los-ratones-paranoicos,1,bio
man-ray,los-twist,1,bio
man-ray,luis-alberto-spinetta,1,bio
man-ray,soda-stereo,2,bio
man-ray,pablo-sbaraglia,1,bio
manal,medellin,1,bio
manal,la-nave,1,bio
manal,la-pandilla-del-punto-muerto,1,bio
manal,pappo,1,bio
manal,jose-alberto-iglesias-tanguito,1,bio
manal,the-seasons,1,bio
manal,v-a-g-o,1,bio
manal,vox-dei,1,bio
la-mancha-de-rolando,la-renga,1,bio
la-mancha-de-rolando,v8,1,bio
maniaco-proyect,11057,1,bio
maple-azul,391,1,bio
maple-azul,vox-dei,1,bio
marcelo-mapelman,3574,1,bio
marcelo-moura,virus,1,bio
